,player_name,player_api_id,player_nation,season,team_long_name,team_api_id,season_player_age,market_val_amnt,player_pos,match_api_id,country,elapsed,subtype,team,id,goal_type,elapsed_plus,birthday,height,weight
5471,Zlatan Ibrahimovic,35724,Sweden,2009,FC Barcelona,8634,28,4000000,CF,684797,Spain,90,shot,FC Barcelona,862857,n,3.0,1981-10-03,195,209
5472,Zlatan Ibrahimovic,35724,Sweden,2009,FC Barcelona,8634,28,4000000,CF,684766,Spain,56,shot,FC Barcelona,860721,n,,1981-10-03,195,209
5473,Zlatan Ibrahimovic,35724,Sweden,2009,FC Barcelona,8634,28,4000000,CF,684707,Spain,29,direct_freekick,FC Barcelona,815828,n,,1981-10-03,195,209
5474,Zlatan Ibrahimovic,35724,Sweden,2009,FC Barcelona,8634,28,4000000,CF,684707,Spain,36,shot,FC Barcelona,815842,dg,,1981-10-03,195,209
5475,Zlatan Ibrahimovic,35724,Sweden,2009,FC Barcelona,8634,28,4000000,CF,684707,Spain,54,shot,FC Barcelona,815882,dg,,1981-10-03,195,209
5476,Zlatan Ibrahimovic,35724,Sweden,2009,FC Barcelona,8634,28,4000000,CF,684707,Spain,56,volley,FC Barcelona,815888,n,,1981-10-03,195,209
5477,Zlatan Ibrahimovic,35724,Sweden,2009,FC Barcelona,8634,28,4000000,CF,685150,Spain,56,shot,FC Barcelona,1059301,n,,1981-10-03,195,209
3549,Mats Hummels,36388,Germany,2009,Borussia Dortmund,9789,21,12000000,CB,674428,Germany,28,header,Borussia Dortmund,915171,n,,1988-12-16,190,203
3550,Mats Hummels,36388,Germany,2009,Borussia Dortmund,9789,21,12000000,CB,674428,Germany,45,volley,Borussia Dortmund,915339,n,5.0,1988-12-16,190,203
3551,Mats Hummels,36388,Germany,2009,Borussia Dortmund,9789,21,12000000,CB,674449,Germany,17,shot,Borussia Dortmund,945190,n,,1988-12-16,190,203
3552,Mats Hummels,36388,Germany,2009,Borussia Dortmund,9789,21,12000000,CB,674397,Germany,62,,Borussia Dortmund,865473,n,,1988-12-16,190,203
3553,Mats Hummels,36388,Germany,2009,Borussia Dortmund,9789,21,12000000,CB,674300,Germany,11,header,Borussia Dortmund,751152,n,,1988-12-16,190,203
1741,Fabian Johnson,37357,United States,2009,VfL Wolfsburg,8721,22,250000,LW,674400,Germany,81,,VfL Wolfsburg,865630,n,,1987-12-11,182,163
3706,Michele Paolucci,37520,Italy,2009,Siena,8551,23,200000,CF,704556,Italy,80,shot,Siena,836052,n,,1986-02-06,182,176
3707,Michele Paolucci,37520,Italy,2009,Siena,8551,23,200000,CF,704608,Italy,62,,Siena,868778,n,,1986-02-06,182,176
3708,Michele Paolucci,37520,Italy,2009,Juventus,9885,23,200000,CF,704556,Italy,80,shot,Siena,836052,n,,1986-02-06,182,176
3709,Michele Paolucci,37520,Italy,2009,Juventus,9885,23,200000,CF,704608,Italy,62,,Siena,868778,n,,1986-02-06,182,176
4887,Stefano Guberti,37521,Italy,2009,Roma,8686,25,50000,LW,705283,Italy,29,,Sampdoria,983340,n,,1984-11-06,180,150
4888,Stefano Guberti,37521,Italy,2009,Roma,8686,25,50000,LW,705601,Italy,48,,Sampdoria,1018491,n,,1984-11-06,180,150
4889,Stefano Guberti,37521,Italy,2009,Sampdoria,9882,25,50000,LW,705283,Italy,29,,Sampdoria,983340,n,,1984-11-06,180,150
4890,Stefano Guberti,37521,Italy,2009,Sampdoria,9882,25,50000,LW,705601,Italy,48,,Sampdoria,1018491,n,,1984-11-06,180,150
3984,Obafemi Martins,37799,Nigeria,2009,VfL Wolfsburg,8721,25,100000,CF,674283,Germany,56,header,VfL Wolfsburg,735356,n,,1984-10-28,170,161
3985,Obafemi Martins,37799,Nigeria,2009,VfL Wolfsburg,8721,25,100000,CF,674491,Germany,75,,VfL Wolfsburg,980594,n,,1984-10-28,170,161
3986,Obafemi Martins,37799,Nigeria,2009,VfL Wolfsburg,8721,25,100000,CF,674349,Germany,12,shot,VfL Wolfsburg,813029,dg,,1984-10-28,170,161
3987,Obafemi Martins,37799,Nigeria,2009,VfL Wolfsburg,8721,25,100000,CF,674278,Germany,87,shot,VfL Wolfsburg,725175,n,,1984-10-28,170,161
3988,Obafemi Martins,37799,Nigeria,2009,VfL Wolfsburg,8721,25,100000,CF,674360,Germany,7,,VfL Wolfsburg,819954,n,,1984-10-28,170,161
3989,Obafemi Martins,37799,Nigeria,2009,VfL Wolfsburg,8721,25,100000,CF,674360,Germany,20,,VfL Wolfsburg,819987,n,,1984-10-28,170,161
5376,Xisco,37845,Spain,2009,Racing Santander,8696,23,100000,CF,685159,Spain,71,,Racing Santander,1068846,n,,1986-06-26,187,168
5377,Xisco,37845,Spain,2009,Racing Santander,8696,23,100000,CF,684819,Spain,74,,Racing Santander,898962,n,,1986-06-26,187,168
497,Anthony Vanden Borre,38368,Belgium,2009,Portsmouth,8462,22,100000,RB,658976,England,45,,Portsmouth,941673,o,1.0,1987-10-24,182,192
168,Alberto Zapater,38576,Spain,2009,Genoa,10233,24,100000,DM,704355,Italy,69,direct_freekick,Genoa,736195,n,,1985-06-13,180,181
169,Alberto Zapater,38576,Spain,2009,Genoa,10233,24,100000,DM,704497,Italy,90,,Genoa,788861,n,,1985-06-13,180,181
170,Alberto Zapater,38576,Spain,2009,Genoa,10233,24,100000,DM,705320,Italy,36,,Genoa,995183,p,,1985-06-13,180,181
828,Carlos Tevez,38817,Argentina,2009,Manchester City,8456,25,600000,SS,658675,England,5,shot,Manchester City,779475,n,,1984-02-05,172,157
829,Carlos Tevez,38817,Argentina,2009,Manchester City,8456,25,600000,SS,658675,England,61,header,Manchester City,779601,n,,1984-02-05,172,157
830,Carlos Tevez,38817,Argentina,2009,Manchester City,8456,25,600000,SS,658859,England,45,shot,Manchester City,893618,n,3.0,1984-02-05,172,157
831,Carlos Tevez,38817,Argentina,2009,Manchester City,8456,25,600000,SS,658844,England,12,,Manchester City,887741,p,,1984-02-05,172,157
832,Carlos Tevez,38817,Argentina,2009,Manchester City,8456,25,600000,SS,659130,England,72,shot,Manchester City,1021639,n,,1984-02-05,172,157
833,Carlos Tevez,38817,Argentina,2009,Manchester City,8456,25,600000,SS,659130,England,74,shot,Manchester City,1021651,n,,1984-02-05,172,157
834,Carlos Tevez,38817,Argentina,2009,Manchester City,8456,25,600000,SS,659130,England,84,shot,Manchester City,1021688,n,,1984-02-05,172,157
835,Carlos Tevez,38817,Argentina,2009,Manchester City,8456,25,600000,SS,658813,England,56,direct_freekick,Manchester City,867182,n,,1984-02-05,172,157
836,Carlos Tevez,38817,Argentina,2009,Manchester City,8456,25,600000,SS,658938,England,7,shot,Manchester City,905288,n,,1984-02-05,172,157
837,Carlos Tevez,38817,Argentina,2009,Manchester City,8456,25,600000,SS,658938,England,49,distance,Manchester City,905371,n,,1984-02-05,172,157
838,Carlos Tevez,38817,Argentina,2009,Manchester City,8456,25,600000,SS,658938,England,90,distance,Manchester City,905474,n,1.0,1984-02-05,172,157
839,Carlos Tevez,38817,Argentina,2009,Manchester City,8456,25,600000,SS,659184,England,41,,Manchester City,1067326,p,,1984-02-05,172,157
840,Carlos Tevez,38817,Argentina,2009,Manchester City,8456,25,600000,SS,658827,England,28,deflected,Manchester City,876824,n,,1984-02-05,172,157
841,Carlos Tevez,38817,Argentina,2009,Manchester City,8456,25,600000,SS,658827,England,77,shot,Manchester City,877907,n,,1984-02-05,172,157
842,Carlos Tevez,38817,Argentina,2009,Manchester City,8456,25,600000,SS,659094,England,45,,Manchester City,972190,n,1.0,1984-02-05,172,157
843,Carlos Tevez,38817,Argentina,2009,Manchester City,8456,25,600000,SS,659094,England,76,,Manchester City,972299,p,,1984-02-05,172,157
844,Carlos Tevez,38817,Argentina,2009,Manchester City,8456,25,600000,SS,659126,England,36,shot,Manchester City,1006721,n,,1984-02-05,172,157
845,Carlos Tevez,38817,Argentina,2009,Manchester City,8456,25,600000,SS,658926,England,33,deflected,Manchester City,895726,n,,1984-02-05,172,157
846,Carlos Tevez,38817,Argentina,2009,Manchester City,8456,25,600000,SS,658926,England,86,distance,Manchester City,895851,n,,1984-02-05,172,157
847,Carlos Tevez,38817,Argentina,2009,Manchester City,8456,25,600000,SS,659145,England,7,loose_ball,Manchester City,1027850,n,,1984-02-05,172,157
848,Carlos Tevez,38817,Argentina,2009,Manchester City,8456,25,600000,SS,659077,England,31,,Manchester City,947341,p,,1984-02-05,172,157
849,Carlos Tevez,38817,Argentina,2009,Manchester City,8456,25,600000,SS,659153,England,38,,Manchester City,1040195,p,,1984-02-05,172,157
850,Carlos Tevez,38817,Argentina,2009,Manchester City,8456,25,600000,SS,659153,England,40,shot,Manchester City,1040220,n,,1984-02-05,172,157
175,Aleandro Rosi,39345,Italy,2009,Siena,8551,22,300000,RB,705377,Italy,66,,Siena,1039355,n,,1987-05-17,182,176
5551,Zlatko Dedic,39494,Slovenia,2009,VfL Bochum,9911,25,200000,CF,674540,Germany,32,volley,VfL Bochum,1038980,n,,1984-10-05,182,170
5552,Zlatko Dedic,39494,Slovenia,2009,VfL Bochum,9911,25,200000,CF,674467,Germany,76,,VfL Bochum,951323,n,,1984-10-05,182,170
5553,Zlatko Dedic,39494,Slovenia,2009,VfL Bochum,9911,25,200000,CF,674458,Germany,68,,VfL Bochum,941739,n,,1984-10-05,182,170
5554,Zlatko Dedic,39494,Slovenia,2009,VfL Bochum,9911,25,200000,CF,674430,Germany,36,,VfL Bochum,910379,n,,1984-10-05,182,170
5555,Zlatko Dedic,39494,Slovenia,2009,VfL Bochum,9911,25,200000,CF,674509,Germany,63,,VfL Bochum,1003730,n,,1984-10-05,182,170
1779,Fabio Ceravolo,39502,Italy,2009,Atalanta,8524,22,200000,CF,704551,Italy,71,,Atalanta,834461,n,,1987-03-05,180,161
1780,Fabio Ceravolo,39502,Italy,2009,Atalanta,8524,22,200000,CF,704893,Italy,48,shot,Atalanta,1087377,n,,1987-03-05,180,161
1781,Fabio Quagliarella,39540,Italy,2009,Napoli,9875,26,1000000,CF,704655,Italy,7,,Napoli,900333,n,,1983-01-31,180,174
1782,Fabio Quagliarella,39540,Italy,2009,Napoli,9875,26,1000000,CF,704611,Italy,16,shot,Napoli,878325,dg,,1983-01-31,180,174
1783,Fabio Quagliarella,39540,Italy,2009,Napoli,9875,26,1000000,CF,704525,Italy,80,saved_back_into_play,Napoli,813832,npm,,1983-01-31,180,174
1784,Fabio Quagliarella,39540,Italy,2009,Napoli,9875,26,1000000,CF,705386,Italy,72,shot,Napoli,1013363,n,,1983-01-31,180,174
1785,Fabio Quagliarella,39540,Italy,2009,Napoli,9875,26,1000000,CF,704518,Italy,72,,Napoli,801937,n,,1983-01-31,180,174
1786,Fabio Quagliarella,39540,Italy,2009,Napoli,9875,26,1000000,CF,704645,Italy,87,,Napoli,890745,n,,1983-01-31,180,174
1787,Fabio Quagliarella,39540,Italy,2009,Napoli,9875,26,1000000,CF,704601,Italy,54,,Napoli,868772,n,,1983-01-31,180,174
1788,Fabio Quagliarella,39540,Italy,2009,Napoli,9875,26,1000000,CF,704601,Italy,88,,Napoli,869155,n,,1983-01-31,180,174
1789,Fabio Quagliarella,39540,Italy,2009,Napoli,9875,26,1000000,CF,704384,Italy,10,,Napoli,744896,n,,1983-01-31,180,174
1790,Fabio Quagliarella,39540,Italy,2009,Napoli,9875,26,1000000,CF,704384,Italy,83,,Napoli,745271,n,,1983-01-31,180,174
1791,Fabio Quagliarella,39540,Italy,2009,Napoli,9875,26,1000000,CF,705399,Italy,3,shot,Napoli,1035619,n,,1983-01-31,180,174
1792,Fabio Quagliarella,39540,Italy,2009,Napoli,9875,26,1000000,CF,705060,Italy,43,,Napoli,1080412,n,,1983-01-31,180,174
1793,Fabio Quagliarella,39540,Italy,2009,Napoli,9875,26,1000000,CF,705060,Italy,83,,Napoli,1081423,n,,1983-01-31,180,174
3366,Manuel da Costa,39658,Morocco,2009,West Ham United,8654,23,450000,CB,659144,England,60,shot,West Ham United,1030142,n,,1986-05-06,193,185
3367,Manuel da Costa,39658,Morocco,2009,West Ham United,8654,23,450000,CB,658794,England,69,shot,West Ham United,844350,n,,1986-05-06,193,185
357,Andreas Johansson,40495,Sweden,2009,VfL Bochum,9911,27,100000,CB,674540,Germany,88,,VfL Bochum,1039923,o,,1982-03-10,182,159
2654,Jonathan Biabiany,40686,France,2009,Parma,10167,21,400000,RW,705302,Italy,34,,Parma,983367,n,,1988-04-28,177,161
2655,Jonathan Biabiany,40686,France,2009,Parma,10167,21,400000,RW,704911,Italy,72,,Parma,943008,n,,1988-04-28,177,161
2656,Jonathan Biabiany,40686,France,2009,Parma,10167,21,400000,RW,705224,Italy,85,shot,Parma,1081421,n,,1988-04-28,177,161
2657,Jonathan Biabiany,40686,France,2009,Parma,10167,21,400000,RW,705309,Italy,24,,Parma,1061066,n,,1988-04-28,177,161
2658,Jonathan Biabiany,40686,France,2009,Parma,10167,21,400000,RW,704594,Italy,37,shot,Parma,868546,n,,1988-04-28,177,161
2659,Jonathan Biabiany,40686,France,2009,Parma,10167,21,400000,RW,704594,Italy,59,shot,Parma,868764,n,,1988-04-28,177,161
2618,Jo,40792,England,2009,Manchester City,8456,22,2000000,GK,658804,England,33,shot,Everton,857984,dg,,1987-03-20,187,172
2619,Jo,40792,England,2009,Manchester City,8456,22,2000000,GK,658804,England,44,header,Everton,858121,dg,,1987-03-20,187,172
2620,Jo,40792,England,2009,Everton,8668,22,800000,GK,658804,England,33,shot,Everton,857984,dg,,1987-03-20,187,172
2621,Jo,40792,England,2009,Everton,8668,22,800000,GK,658804,England,44,header,Everton,858121,dg,,1987-03-20,187,172
128,Alberto Bueno,41168,Spain,2009,Real Valladolid,10281,21,200000,SS,684980,Spain,49,,Real Valladolid,977116,n,,1988-03-20,177,141
4110,Pavel Pogrebnyak,41244,Russia,2009,VfB Stuttgart,10269,26,50000,CF,674299,Germany,62,shot,VfB Stuttgart,753842,n,,1983-11-08,187,201
4111,Pavel Pogrebnyak,41244,Russia,2009,VfB Stuttgart,10269,26,50000,CF,674490,Germany,15,shot,VfB Stuttgart,979954,n,,1983-11-08,187,201
4112,Pavel Pogrebnyak,41244,Russia,2009,VfB Stuttgart,10269,26,50000,CF,674475,Germany,70,,VfB Stuttgart,961137,n,,1983-11-08,187,201
4113,Pavel Pogrebnyak,41244,Russia,2009,VfB Stuttgart,10269,26,50000,CF,674410,Germany,11,shot,VfB Stuttgart,880225,n,,1983-11-08,187,201
4114,Pavel Pogrebnyak,41244,Russia,2009,VfB Stuttgart,10269,26,50000,CF,674425,Germany,58,shot,VfB Stuttgart,912030,n,,1983-11-08,187,201
4115,Pavel Pogrebnyak,41244,Russia,2009,VfB Stuttgart,10269,26,50000,CF,674275,Germany,53,,VfB Stuttgart,723495,n,,1983-11-08,187,201
210,Alessandro Diamanti,41475,Italy,2009,West Ham United,8654,26,200000,AM,659120,England,45,saved,West Ham United,1004979,npm,,1983-05-02,180,165
211,Alessandro Diamanti,41475,Italy,2009,West Ham United,8654,26,200000,AM,658835,England,69,shot,West Ham United,882824,n,,1983-05-02,180,165
212,Alessandro Diamanti,41475,Italy,2009,West Ham United,8654,26,200000,AM,658842,England,45,,West Ham United,891168,p,,1983-05-02,180,165
213,Alessandro Diamanti,41475,Italy,2009,West Ham United,8654,26,200000,AM,658850,England,23,,West Ham United,892586,p,,1983-05-02,180,165
214,Alessandro Diamanti,41475,Italy,2009,West Ham United,8654,26,200000,AM,658625,England,29,,West Ham United,764123,p,,1983-05-02,180,165
215,Alessandro Diamanti,41475,Italy,2009,West Ham United,8654,26,200000,AM,658704,England,80,,West Ham United,815162,p,,1983-05-02,180,165
216,Alessandro Diamanti,41475,Italy,2009,West Ham United,8654,26,200000,AM,659099,England,88,shot,West Ham United,980988,n,,1983-05-02,180,165
217,Alessandro Diamanti,41475,Italy,2009,West Ham United,8654,26,200000,AM,659070,England,45,direct_freekick,West Ham United,948655,n,2.0,1983-05-02,180,165
3507,Marquitos,41582,Spain,2009,Real Valladolid,10281,22,50000,AM,684681,Spain,53,shot,Real Valladolid,800559,n,,1987-03-21,177,161
3508,Marquitos,41582,Spain,2009,Real Valladolid,10281,22,50000,AM,684616,Spain,3,,Real Valladolid,766962,n,,1987-03-21,177,161
1846,Felipe Caicedo,41622,Ecuador,2009,Málaga CF,9864,21,4000000,CF,685156,Spain,79,,Málaga CF,1068905,n,,1988-09-05,182,185
1847,Felipe Caicedo,41622,Ecuador,2009,Málaga CF,9864,21,4000000,CF,685124,Spain,32,,Málaga CF,1043927,n,,1988-09-05,182,185
1848,Felipe Caicedo,41622,Ecuador,2009,Málaga CF,9864,21,4000000,CF,684938,Spain,35,shot,Málaga CF,954622,n,,1988-09-05,182,185
1849,Felipe Caicedo,41622,Ecuador,2009,Málaga CF,9864,21,4000000,CF,685097,Spain,17,loose_ball,Málaga CF,1035745,n,,1988-09-05,182,185
1973,Francesco Lodi,41694,Italy,2009,Udinese,8600,25,250000,DM,704520,Italy,7,,Udinese,801217,n,,1984-03-23,182,154
1065,Claudio Terzi,41874,Italy,2009,Siena,8551,25,300000,CB,704608,Italy,56,,Siena,868720,n,,1984-06-19,180,152
4309,Riccardo Meggiorini,42437,Italy,2009,Bari,9976,24,300000,CF,704522,Italy,69,,Bari,813615,n,,1985-09-04,182,172
4310,Riccardo Meggiorini,42437,Italy,2009,Bari,9976,24,300000,CF,704656,Italy,5,,Bari,900323,n,,1985-09-04,182,172
4311,Riccardo Meggiorini,42437,Italy,2009,Bari,9976,24,300000,CF,704610,Italy,7,,Bari,879476,n,,1985-09-04,182,172
4312,Riccardo Meggiorini,42437,Italy,2009,Bari,9976,24,300000,CF,705245,Italy,57,,Bari,1070692,n,,1985-09-04,182,172
4313,Riccardo Meggiorini,42437,Italy,2009,Bari,9976,24,300000,CF,705402,Italy,58,,Bari,1011185,n,,1985-09-04,182,172
2476,Jack Cork,46008,England,2009,Burnley,8191,20,5000000,DM,659372,England,54,header,Burnley,1082611,n,,1989-06-25,185,152
1203,Danny Rose,46353,England,2009,Tottenham Hotspur,8586,19,3000000,LB,659152,England,10,volley,Tottenham Hotspur,1044275,n,,1990-07-02,172,159
1991,Franco Di Santo,49825,Argentina,2009,Blackburn Rovers,8655,20,1000000,CF,658693,England,21,header,Blackburn Rovers,801051,n,,1989-04-07,193,194
2339,Humberto Suazo,50048,Chile,2009,Real Zaragoza,8394,28,50000,CF,685123,Spain,21,,Real Zaragoza,1043971,n,,1981-05-10,172,168
2340,Humberto Suazo,50048,Chile,2009,Real Zaragoza,8394,28,50000,CF,685094,Spain,76,shot,Real Zaragoza,1028203,n,,1981-05-10,172,168
2341,Humberto Suazo,50048,Chile,2009,Real Zaragoza,8394,28,50000,CF,684984,Spain,3,shot,Real Zaragoza,973201,n,,1981-05-10,172,168
2342,Humberto Suazo,50048,Chile,2009,Real Zaragoza,8394,28,50000,CF,684984,Spain,20,header,Real Zaragoza,973284,n,,1981-05-10,172,168
2343,Humberto Suazo,50048,Chile,2009,Real Zaragoza,8394,28,50000,CF,684932,Spain,39,,Real Zaragoza,954664,n,,1981-05-10,172,168
2344,Humberto Suazo,50048,Chile,2009,Real Zaragoza,8394,28,50000,CF,684893,Spain,77,,Real Zaragoza,936484,p,,1981-05-10,172,168
997,Christopher Schorch,50395,Germany,2009,1. FC Köln,8722,20,100000,CB,674475,Germany,44,,1. FC Köln,960798,n,,1989-01-30,187,176
2849,Jozy Altidore,70297,United States,2009,Hull City,8667,20,800000,CF,659065,England,31,shot,Hull City,941426,n,,1989-11-06,185,174
2850,Jozy Altidore,70297,United States,2009,Villarreal CF,10205,20,800000,CF,659065,England,31,shot,Hull City,941426,n,,1989-11-06,185,174
4357,Robert Tesche,71017,Germany,2009,Hamburger SV,9790,22,350000,CM,674540,Germany,18,header,Hamburger SV,1038882,n,,1987-05-27,180,157
4358,Robert Tesche,71017,Germany,2009,Hamburger SV,9790,22,350000,CM,674562,Germany,65,,Hamburger SV,1062005,n,,1987-05-27,180,157
3490,Marko Marin,71353,Germany,2009,SV Werder Bremen,8697,20,2500000,AM,674453,Germany,66,volley,SV Werder Bremen,940523,n,,1989-03-13,170,141
3491,Marko Marin,71353,Germany,2009,SV Werder Bremen,8697,20,2500000,AM,674351,Germany,32,,SV Werder Bremen,814772,n,,1989-03-13,170,141
3492,Marko Marin,71353,Germany,2009,SV Werder Bremen,8697,20,2500000,AM,674380,Germany,55,,SV Werder Bremen,843822,n,,1989-03-13,170,141
3493,Marko Marin,71353,Germany,2009,SV Werder Bremen,8697,20,2500000,AM,674509,Germany,65,,SV Werder Bremen,1003734,n,,1989-03-13,170,141
5300,Vladimir Koman,72371,Hungary,2009,Bari,9976,20,250000,AM,704798,Italy,85,,Bari,933818,n,,1989-03-16,172,148
5301,Vladimir Koman,72371,Hungary,2009,Bari,9976,20,250000,AM,705063,Italy,39,,Bari,1080365,n,,1989-03-16,172,148
1669,Eren Derdiyok,73448,Switzerland,2009,Bayer 04 Leverkusen,8178,21,350000,CF,674498,Germany,55,header,Bayer 04 Leverkusen,997120,n,,1988-06-12,190,203
1670,Eren Derdiyok,73448,Switzerland,2009,Bayer 04 Leverkusen,8178,21,350000,CF,674414,Germany,60,,Bayer 04 Leverkusen,888123,n,,1988-06-12,190,203
1671,Eren Derdiyok,73448,Switzerland,2009,Bayer 04 Leverkusen,8178,21,350000,CF,674472,Germany,29,direct_freekick,Bayer 04 Leverkusen,964717,n,,1988-06-12,190,203
1672,Eren Derdiyok,73448,Switzerland,2009,Bayer 04 Leverkusen,8178,21,350000,CF,674458,Germany,45,,Bayer 04 Leverkusen,941233,n,,1988-06-12,190,203
1673,Eren Derdiyok,73448,Switzerland,2009,Bayer 04 Leverkusen,8178,21,350000,CF,674284,Germany,70,,Bayer 04 Leverkusen,732145,n,,1988-06-12,190,203
1674,Eren Derdiyok,73448,Switzerland,2009,Bayer 04 Leverkusen,8178,21,350000,CF,674284,Germany,84,,Bayer 04 Leverkusen,732332,n,,1988-06-12,190,203
1675,Eren Derdiyok,73448,Switzerland,2009,Bayer 04 Leverkusen,8178,21,350000,CF,674270,Germany,42,,Bayer 04 Leverkusen,718266,n,,1988-06-12,190,203
1676,Eren Derdiyok,73448,Switzerland,2009,Bayer 04 Leverkusen,8178,21,350000,CF,674383,Germany,39,header,Bayer 04 Leverkusen,858728,n,,1988-06-12,190,203
1677,Eren Derdiyok,73448,Switzerland,2009,Bayer 04 Leverkusen,8178,21,350000,CF,674423,Germany,88,shot,Bayer 04 Leverkusen,911067,n,,1988-06-12,190,203
1678,Eren Derdiyok,73448,Switzerland,2009,Bayer 04 Leverkusen,8178,21,350000,CF,674441,Germany,37,shot,Bayer 04 Leverkusen,936186,n,,1988-06-12,190,203
1679,Eren Derdiyok,73448,Switzerland,2009,Bayer 04 Leverkusen,8178,21,350000,CF,674330,Germany,34,,Bayer 04 Leverkusen,784624,n,,1988-06-12,190,203
2334,Holger Badstuber,94886,Germany,2009,FC Bayern Munich,9823,20,200000,CB,674395,Germany,75,direct_freekick,FC Bayern Munich,864393,n,,1989-03-13,190,185
1255,Davide Lanzafame,97487,Italy,2009,Parma,10167,22,400000,CF,705263,Italy,81,header,Parma,1068901,n,,1987-02-09,180,165
1256,Davide Lanzafame,97487,Italy,2009,Parma,10167,22,400000,CF,704559,Italy,72,,Parma,835902,n,,1987-02-09,180,165
1257,Davide Lanzafame,97487,Italy,2009,Parma,10167,22,400000,CF,704826,Italy,45,,Parma,1087296,n,,1987-02-09,180,165
1258,Davide Lanzafame,97487,Italy,2009,Parma,10167,22,400000,CF,704826,Italy,46,,Parma,1087344,n,,1987-02-09,180,165
1259,Davide Lanzafame,97487,Italy,2009,Parma,10167,22,400000,CF,704562,Italy,67,shot,Parma,846115,n,,1987-02-09,180,165
1260,Davide Lanzafame,97487,Italy,2009,Parma,10167,22,400000,CF,705224,Italy,20,distance,Parma,1079973,n,,1987-02-09,180,165
1261,Davide Lanzafame,97487,Italy,2009,Parma,10167,22,400000,CF,705224,Italy,40,shot,Parma,1080346,n,,1987-02-09,180,165
5556,Zoran Tosic,99031,Serbia,2009,1. FC Köln,8722,22,300000,RW,674523,Germany,12,,1. FC Köln,1014088,n,,1987-04-28,170,157
